Review,Rating
perbaiki lagi masalah jaringan ketika divisi.. udah itu aja biar player nyaman mainnya,2
kurangin kikir nya konami,5
tambahkan BRI liga 1 kak,5
"Tolong berikan colom atau menu saran pada pengaturan. efootball tidak perlu banyak lisensi. seperti royal pass pubg, event per season, hadiah yg di dapat permanen.",4
game ini sangat realistis,5
"kebanyakan maeintance kk,",1
sebentar sebentar update tapi efek dari update nya malah banyak minus hadehh bosen update melulu,1
game ini sangat baguss apa lagi grafik nyaaa,5
Please create a player exchange feature between users!!!!,5
Mengapa Mreka slalu bertanyaaa?,5
Sangat mantap,5
Kecewa karena sulit mendapatkan pemain incaran saat gacha,1
game hebt,5
game yang sangat bagus dan aku cinta 🤍,5
seru banget,4
game scripted,1
bagus seru makasih ya efotball,5
matikan bantuan cerdas(smart asist),4
Semoga sering dapat pemain epic,5
"setiap pagi pasti pemeliharaan selver terusss, muakk, kalok semingu sekali masih mending, lah ini hampir tiap hari di pagi hari,, langsung unfollow!!!",1
tinggal jaringan yang perlu di perbaiki,4
kurang sih karna akun ku murah ilang anjir,1
Game delay sehingga menyebabkan kesalahan yang berujung kekalahan. sering macetnya dari pada lancarnya. Konami tolong perbaiki.tetep jeleg sinyalnya dasar. woy niat bikin game gak looo.. kalau kaya gini terus bisa bisa pindah ke game sebelah,1
"Smart assist is the solution for the delayed pass, missed pass, and ugly finishing, gimme more free selection epic or show time because free epic without selection contract is just scam. so I can give you 5 stars. from my deeply heart I love this game",4
"harusnya kalo mau ngasih pemain gratisan, booster nya harus satu, biar bisa bedain mana hasil spin, mana engga",1
"Semoga diPerbaiki ,: 1. Buat Sistem Transfer, agar game lebih menarik 2. hadirkan Sistem Liga Champions 3. Jersey buat seperti Tim asli di realnya, karena Jersey menjadi look yg buat menarik game 4. Referee (Wasit) buat banyak agar.bida kita pilih2. #Jika faham akan saran, pasti saran dari semua gamers di tanggapi dan di action kan. sukses selalu, Konami. terimakasih",5
game nya bagus tapi tolong tambahkan fitur handsball dan stadion nya jangan cuma efootball stadium (maaf ngatur-ngatur),4
Pliss kasih gw Del Piero,5
"UPDATE 05-02-2026 bikin game ini makin hari makin hancur hancuran😡🥵 kalau suda tidak leg leg berarti saya kasih 5 bintang,, sampai saat ini belum ada perubahan,, lebih baik tidak usah kasi bintang sama sekali aja, karena gamenya SEMAKIN HANCUR👺",1
GAME KNTL,1
semoga dapat pemain epic,5
"game bagus tapi lain kali udah pakai wifi tetap aja ngelag dan patah-patah,di perbaiki lagi dong konami biar pemain efootball lebih nambah semangat.untuk divisi juga kalau bisa jangan sampai ketemu divisi lebih di atas kita,divisi 2 ketemu malah divisi 1 tolong di perbaiki lagi agar player bisa senang bermain efootball,terima kasih",5
joss game bagus,5
banyak ngebug pas selesai malah harus login ulang dan pertandingan yang sudah selesai dan menang malah di anggap menyerah pada lawan aneh,1
"udah kecewa sama ini game udah gak ramah sama spek low kemaren"" lancar sama hp spek low sekarang udah parah ngelag nya ...",1
"Its amazing game, beautiful graphics",5
smart asist is trash,1
"diperbaiki lagi boss, game buruk",1
"kepada konami yang terhormat,saya ingin mengeluh tentang update efootball yang terjadi selama smart assist itu adaa,pengalaman saya sekarang sangat buruk selama smart assist ada,mohon hapus fitur smart assist nya konami",5
game banyak script ga jelas,1
Tambah lama tambah gak jelas. Nge lag nya bikin main gak nyaman. Langsung delete aplikasi.,1
grafik doang yg bagus ..Setinganya Licik Curang...Jadi jelek gimnya...Pelit sama pemain Epic,1
pay for win,1
"cape bngt push divisi ,ketemu chit terus kesel",1
game paling cacat jaringan musuh yang nggak stabil kita yang kena imbasnya.,1
"overall udh bagus ! cuman fitur replay nya bisa di save boleh lah siapa tau bisa liat momen"" keren di tonton ulang lagi",4
"game terburuk yang pernah aku mainkan,jaringan nya kek anjig pdhl udah penuh jringan hp gua",1
"ga cocok di kasih banyak bintang. sistem dalam game yang ga normal, bisa bisa nya divisi 4 ketemu sama divisi 2 pada saat bermain di liga pvp. kalau ga di gubris lagi emang sampah ni developer, main yang awal nya fun jadi stres.",1
"Main berasa berat banget, sistem permainan berasa curang berat sebelah, pay to win and script tidak masuk akal no realistis, main cepat malah pemainnya bingung dan lama jadi tidak teratur, let's see apakah konami anti kritik atau tidak",1
game idiot,1
jaringan gak jelas pas main servernya gk jelas,3
"keluarkan epic legen cr 7,atau event cr7",2
baguss banget,5
efootball™ makin sini makin ga jelas jaringan bagus tapi masih lag.. parahparahparah,3
niceee,5
"kenapa pada saat main pvp sinyal nya naik turun, kalo main FC mobile malahan stabil, itu emang gamenya apa ada yg make script sih?",2
hapus smart assit,1
thank you,5
"lagi dan lagi masalah koneksi,padahal di pertandingan udah menang pas selesai malah kalah dianggap masalah koneksi,masalah lama masih saja gak di perbarui",1
game GK jelas,1
"Dear Efootball saya main udah lama bngt dari jaman black ball,entah kenapa akhir- akhir ini suka lag atau patah- patah ya ,padahal jaringan bagus terutama saat PvP untuk kamis 9 april 2026 tolong perbaiki lagi ,jika tidak diperbaiki jujur saya kecewa bngt terima kasih",1
intinya ga ngenakin bgt,1
"game t*i ya cuma ini cok, sinyal padahal full, maen game online laen lancar, streaming aman, lha kok buat maen game ini yg PvP tiba tiba kayak t*i, bar sinyal padahal full!! gak faham lagi ama game penambah stress satu ini 👍",2
"sstelah update, sliding tekel jadi lebih mudah kena, malah jadi mengganggu gak realistis, mada sliding dari belakang 90% kena bola, harusnya 50:50 persentase sliding berhasil atau enggal, ini asal pencel sliding aja udah pasti dapat bola, gimana sih ini update malah jadi ganggu jalannya gameplay bukanya membantu malah mempersulit aja, enak player yang pake smart asis asal tekel juga udah pasti kena, tolong lah untuk updatetan ini diubah kayak semula",1
"sinyal padahal bagus dan ram hp masih banyak malah pas main patah patah yg parah mana bisa kita menikmati utk memainkan permainan ini, ini developer niat gak sih buat game dan buat para player nyaman utk bermain 💤💤💤, mending saya uninstall ini game kalau developernya gak niat bikin player nyaman.",1
"Tolong update untuk trofy/piala di setiap liga masing-masing,mohon jangan trofy/piala nya itu-itu aja padahal beda liga dan satu lagi ubah face wasit biar ga bosan wasit nya itu-itu aja terima kasih semoga di update lebih detail untuk trofy/piala di setiap liga dan face wasit🙏",5
"sdkt crhat tentang game ini, knpa setiap malam hri ketemu lawan nya ga ngotak terus di tambah pemain ku di hadapan pemain lawan itu kaya ciut banget, aku harap konami bisa memberbaiki game ini, setiap saat main ini saya selalu tantrum sampai² lcd hp saya hampir kena,dan kepala saya benjol pukul kepala pakai hp, dan kadang konami itu berat sebelah, kasih lawan kami yang kadang kesusahan melawan pemain yg di kasih 3200+ di liga efb apalagi saat malam hari, dan sya brhnt main game ini agr tdk stres",5
bagus jir,5
game gak jelas tiba tiba kalah padahal udah selesai pertandingannya,1
"susah amat kalo main player vs player, sinyal lancar tapi ngelag, pas oper juga lemot kalo p vs p.. kalo ga main p vs p nunggu acara offline lama",1
"game aneh mencet volume langsung keluar aneh cape gw push divisi saban hari muter"" Bae perbaikin ngapa game nya",1
game favorit,4
sinyal nya kurang bagus.jelek patah-patah sinyal nya.tolong sinyal nya dooong perbaiki,1
beri aku Gerrard,5
Oke,4
"eh taiii gua buka bokeeep lancar, kenapa pas main putus koneksi",1
"divisi masih sering ketemu lawan yang main sinyal,,,masak sekelas efootbaal tidak bisa menyelesaikan masalah ini",1
Tambah Liga 1 Indonesia lah Banyak loh user indo yg main efootball gak kesampean ke sana kah admin efoot?,4
"apanya game nya ini,udah pake wifi jaringan sangat bagus malah ngeleg",1
yang bikin game raine kaya celeng alas,5
bug terus,1
Efotball terbaru 2026 ini bagus nggak nyesal download game ini,5
Remove smartassist hanya untuk di divisi,5
"game pay to win, server suka delay, banyak bug",1
"Coba dong ada kompotisi cup ,kaya liga champion,bisa pilih pilih club atau negara ,biar ada kejuaraan, Pasti bagus keren 😭",5
gem bego ya ini habisin paket,1
"efootball harus menangani tentang kendala sinyal, tidak masuk akal ketika jaringan lancar dan cepat saat bermain pvp divisi bias LAG sekali TOLONG DIPERBAIKi",3
game seru banget tapi kekurangan nya minta duit dulu buat top ap,5
makin kesini makin gak jelas ni game biasa kalau lag cuman muter².... ini malah langsung keluar... padahal lagi posisi memang lag dikit langsung keluar sendiri... game idiot,1
masa pas main sudah menang main sampai akhir. giliran habis main tiba-tiba gelap putar2 tau2 muncul tulisan kamu kalah karena ada masalah dengan koneksi mu. heran aku sama Konami padahal aku jaringan bagus. kecewa aku main cape2 menang sama saja. sudah sering terjadi di saya,1
game jelek padahal jaringan bagus tapi delay pas main,1
kalau bisa ada in dong club liga indonesia nya..,2
pencarian musuh tidak seimbang,1
"puluhan kali, menang tapi ketika keluar pertandingan hasilnya kalah, dianggap koneksi buruk. merugikan player!!!",1
"tolong dari pihak Konami untuk smart asist jangan gacor² lah, ini saya ketemu lawan dengan smart asist kalah mulu ini, jadi tolong ya KONAMI😁🙏",3
game dengan jaringan tertolol yg pernah ada,1
Terlalu easyyy,5
sedikit bagus,1
GAME TOLOL,1
"Game aneh, masa sih udah menang 4-0, malah keputus koneksi, padahal sinyal di hp lancar"" aja, game busuk, perbaiki dulu koneksi di game, baru card pemain. BINTANG 1 DULU.",1
"kenapa ID ASAA Jarang di kasih pemain epic. sebnyak apapun gacha. taaek buang aja itu SA / SMART ASSIST. bikin permainn kurang menarik, yg main asal pencet. udh ngk enjoy sperti dlu jadi ny",1
"perbaiki bug nya Konami, masa tiap maen online saya pribadi udah menang banyak tiba"" keluar sendiri, dan di anggap jaringan bermasalah",5
"game ini sudah di schit artinya kalah ato menang sdh diatur sistem, klo diatur menang pasti operannya tepat dan akurat (kebanyakan untuk player baru) tapi klo sistem sdh diatur untuk kalah maka sejago-jago nya player akan Kalah dgn cara dibuat ngeleg- ngeleg atau Prgerakn para pemain jadi sangat lambat dan berat",1
"ilangin fitur smart assist, nyusahin player",1
pas maen jaringan oke pas mau mau kembali setelah selesai game tiba tiba ngelek dan Akhirnya kalah 💔,1
game nya bagus tapi tolong penonton ada reaksinya sendiri,5
"saya beli item tpi gada yg masuk padahal udah saya bayar, game penipu pengambil saldo, kembalikan saldo saya",1
tiba tiba tidak berfungsi aplikasinya .. kok bisaa y...,2
"JARINGAN DI PERBAIKI JARINGAN, KONEKSI STABIL TAPI IN GAME NGELAG",1
game nya bagus dan menarik,5
semakin aneeh,1
"untuk Konami mohon diperbaiki ketika p vs p gameplay nya sangat terganggu padahal jaringan bagus tapi pas gameplay malah nge lag gameplay jadi berat, mohon di perbaiki itu saja",3
"konami bgst lagi main tiba² keluar sendiri ""kesalahan jaringan"" pdhl jringan bgus sistem kentir",1
"sangat buruk, jaringan full tapi putus"", main game mau buat refreshing otak malah jadi setres",1
kasih saya hoki kalo lagi spin ya Konami,5
sumpah real banget tapi agak bagus dikit tolong di bagusin lagi yaa,4
game' bola yg seru..,5
bikin emosi naek darah,1
smart assist ga adil banget divisi,1
game keren,5
tolong tambahkan fitur chat di out game supaya bisa mengobrol dengan teman.serta tolong di in game tambahkan fitur quick chat dan voice note ketika bertanding dengan musuh dalam mode pvp.,2
game nya bagus grafik bagus eventnya banyak semua lengkap kecuali yang kurang lisensi masih terbatas tapi masih seru mantab lah,5
"game nya sangat bagus tapi susah dapat pemain bagusnya,,tapi andai dong BRI super league.",5
game yang bagus,5
lemot ketika kembali ke lobi,1
pake kartu apapun sinyal tetep lelet. game g guna,1
"game nya bagus dan seru, tapi tolong sekali perbaiki analog di game ini karena masalahnya yang sangat fatal 1.umpan passing seharusnya sesuai dengan arah analog 2.analog terkadang tidak bisa di pencet 3.sangat lebih baik jika ditambahkan fitur analog yang mambuat analog bisa dipencet di manapun dan tidak ikut bergerak searah dengan gerakan jempol(jari untuk memencet analog). hal ini sering sekali membuat saya frustasi dan saya yakin banyak orang lain yang merasakan hal yang sama",5
"gj, cape keluar trus push divisi, sinyal pdhl gpp lancar, esmosii untung sabar hdeh",1
"Game aneh, saat main laga PVP lancar. Tapi saat main divisi Ngelag parah sinyal gak stabil padahal jaringan full dan lancar yang berakibatkan saya kalah terus menerus. Tolong Konami setelah maintenance server nya diperbaiki jangan hanya gacha saja yg di prioritaskan sedangkan kenyamanan pengguna tidak. Semoga di Indahkan",1
harus lebih realistis aja sih,3
sangat delay saat mengoper bola PVP,5
Server kurang bagus,4
gak ada bintang soalnya game butut padahal sinyal bagus tapi ngeleg parah,1
tolong kembalikan akun saya yang ovr nya 9387 saya tunggu dari pihak efootball tadi malam saya main tiba' ada tulisan akun anda di hapus,1
"plis konami SMART ASIST nya kalo bisa hapus aja konami,kalo bisa hapus aja di divisi karna mengganggu banget game play nya jadi berat banget lg,yg main didivisi pun bukan pemula dah itu udah pada bisa main semua bukan lg pemua mohon di dimaklumi....... YG PAKAI SMART ASIST ANAK HAMA",1
tolong di perbaiki saat saya main tiba² logout gajelas sangat meresahkan,1
lagggg terusss,1
game nya bagus tapi klo main online pasti kek delay ngelambat gitu bikin kesel sumpah,1
kalo gk siap bikin jngan bikin game fps sering drop gacha ampas tingkatin aja gamenya dulu gk usah mikir lisensi tim aja,1
"wah game nya sangat bagus, tapi bohong",3
delay banget ga jelas,1
Saya masih tetap bintang 1. Lagi² masalah jaringan.. Capek ngasih tau Konami kalo kek gini.. sibuk jualan kartu mulu'.. urusin server ga becus.. bar sinyal penuh tapi main rasanya berat.. emang script kek gini yaa kali..,1
"sedih sih, gabisa login pake akun lama",3
game hamax,5
"tolong konami lebih cermat lagi pengawasan masalah player cheater dan hacker di game ini. kita sudah susah payah main murni dan tingkatkan kemampuan tanpa curang. jika tidak di atasi segera, lama lama banyak player yang uninstall",1
saya suka bermain game ini,5
"game aneh 2 kali menang, pas mau ke menu utama malah terjadi koneksi buruk dan akhirnya kita yang kalah sempak padahal jaringan selalu bagus tapi mau gimana gamenya jelek,banyak update tapi tetep ga bisa bikin yang main puas sama updatenya",1
game sering keluar sendiri pada saat menang,1
"lu pada yg masih waras normal, jgn coba2 ni game",1
harapannya akunku dapat pemain epik terus,5
seru tapi gak ada sistem jual beli,5
maaf saya turunin bintang nya.. sekarang jadi game tolol bnyak lag lemotnya kelewatan.. selalu kalah dalam pertandingan gak masuk akal.. lama² pindah game lain,3
"game sampah,update doang tiap minggu tetep aja gaada perbaikan👎👎👎",1
gua mau download gabisa padahal ruang masih banyak udah dihapus segala aplikasi dan video masih gabisa game macam apa ini,1
game kontollllllllll masa jaring bagus wifi ga ngeleg tapi main efotbal ngeleng kan aneh tolong lahhh konamiiii,1
game sepakbola terbaik didunia,5
"nice game,, real life,, good for fun with friends",5
"game gajelas, sinyal bagus tiba tiba disconnect, delay padahal device flagship, banyak yang perlu di evaluasi tapi ga sadar diri, udah banyak kritikan tapi dibiarin, sehat sehat deh game kikir👍",1
"The referee is not fair, a tackle that hits the foot is not a violation",4
game nya bagus tapi agak ngeleg,5
"game kontolll, fitur smart asist nya hama bagett buat pvp",1
Game paling busuk,1
"keren bet gamenya,real face+mirip sama yg aslinya,bagus pokoknya👍",5
liga eropa TDK lengkap Bayer Munchen TDK ada dan seragam liga eropa TDK lengkap motifnya termasuk liga ngris dan sebagainya dan muka pemain jugaasih yg TDK sesuai muka aslinya harusnya rajin2lah mengupdate mode eksibishinya,1
masih banyak chiter dalam pvp,3
bisa gak di ubah ...mentenen nya jangan di siang hari ..kanapa gak di tengah malam saja ..,5
