Review,Rating,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,Label
game yang sangat luar biasa,5,game yang sangat luar biasa,game yang sangat luar biasa,game yang sangat luar biasa,"['game', 'yang', 'sangat', 'luar', 'biasa']",['game'],game,positive
update 5.4.0 ternyata stuck di 0℅ saat download file tambahan... asli klo sampe besok atau lusa ga bisa login saya hapus game ini... permanen,3,update  ternyata stuck di  saat download file tambahan asli klo sampe besok atau lusa ga bisa login saya hapus game ini permanen,update  ternyata stuck di  saat download file tambahan asli klo sampe besok atau lusa ga bisa login saya hapus game ini permanen,update ternyata stuck di saat download file tambahan asli kalau sampai besok atau lusa ga bisa login saya hapus game ini permanen,"['update', 'ternyata', 'stuck', 'di', 'saat', 'download', 'file', 'tambahan', 'asli', 'kalau', 'sampai', 'besok', 'atau', 'lusa', 'ga', 'bisa', 'login', 'saya', 'hapus', 'game', 'ini', 'permanen']","['update', 'stuck', 'download', 'file', 'tambahan', 'asli', 'besok', 'lusa', 'login', 'hapus', 'game', 'permanen']",update stuck download file tambahan asli besok lusa login hapus game permanen,positive
lama banget download file tambahanya lahhh parahhh,4,lama banget download file tambahanya lahhh parahhh,lama banget download file tambahanya lahhh parahhh,lama banget download file tambahanya lahhh parahhh,"['lama', 'banget', 'download', 'file', 'tambahanya', 'lahhh', 'parahhh']","['banget', 'download', 'file', 'tambahanya', 'lahhh', 'parahhh']",banget download file tambahanya lahhh parahhh,positive
"min game nya bagus tapi saran saya tambah kn fitur chat nya dan jaringan nya kadang lek """,4,min game nya bagus tapi saran saya tambah kn fitur chat nya dan jaringan nya kadang lek,min game nya bagus tapi saran saya tambah kn fitur chat nya dan jaringan nya kadang lek,min game nya bagus tapi saran saya tambah kan fitur chat nya dan jaringan nya kadang lek,"['min', 'game', 'nya', 'bagus', 'tapi', 'saran', 'saya', 'tambah', 'kan', 'fitur', 'chat', 'nya', 'dan', 'jaringan', 'nya', 'kadang', 'lek']","['min', 'game', 'bagus', 'saran', 'fitur', 'chat', 'jaringan', 'kadang', 'lek']",min game bagus saran fitur chat jaringan kadang lek,positive
"sinyal bagus, jaringan full tetep aja patah patah. ngelag ngelag",1,sinyal bagus jaringan full tetep aja patah patah ngelag ngelag,sinyal bagus jaringan full tetep aja patah patah ngelag ngelag,koneksi bagus jaringan full tetep saja patah patah lambat lambat,"['koneksi', 'bagus', 'jaringan', 'full', 'tetep', 'saja', 'patah', 'patah', 'lambat', 'lambat']","['koneksi', 'bagus', 'jaringan', 'full', 'tetep', 'patah', 'patah', 'lambat', 'lambat']",koneksi bagus jaringan full tetep patah patah lambat lambat,negative
"setelah d update malah ga bisa log in,,, parah chiter masih berkeliaran lagi",1,setelah d update malah ga bisa log in parah chiter masih berkeliaran lagi,setelah d update malah ga bisa log in parah chiter masih berkeliaran lagi,setelah di update bahkan ga bisa log in parah chiter masih berkeliaran lagi,"['setelah', 'di', 'update', 'bahkan', 'ga', 'bisa', 'log', 'in', 'parah', 'chiter', 'masih', 'berkeliaran', 'lagi']","['update', 'log', 'parah', 'chiter', 'berkeliaran']",update log parah chiter berkeliaran,negative
apa ini di download tapi gagal terus,1,apa ini di download tapi gagal terus,apa ini di download tapi gagal terus,apa ini di download tapi gagal terus,"['apa', 'ini', 'di', 'download', 'tapi', 'gagal', 'terus']","['download', 'gagal']",download gagal,negative
"pemilihan lawan tidak sesuai, ga imbang dengan pemain yg ada",1,pemilihan lawan tidak sesuai ga imbang dengan pemain yg ada,pemilihan lawan tidak sesuai ga imbang dengan pemain yg ada,pemilihan lawan tidak sesuai ga imbang dengan pemain yang ada,"['pemilihan', 'lawan', 'tidak', 'sesuai', 'ga', 'imbang', 'dengan', 'pemain', 'yang', 'ada']","['pemilihan', 'lawan', 'sesuai', 'imbang', 'pemain']",pemilihan lawan sesuai imbang pemain,negative
"PATAH PATAH KAYA FPS 10,GAME GA SEBERAPA UDAH KAYA GAME 500 GB AJA PATAH PATAH GAJELAS SETIAP MAIN ONLINE GITU MULU KAPAN BAGUS NYA?",1,PATAH PATAH KAYA FPS GAME GA SEBERAPA UDAH KAYA GAME  GB AJA PATAH PATAH GAJELAS SETIAP MAIN ONLINE GITU MULU KAPAN BAGUS NYA,patah patah kaya fps game ga seberapa udah kaya game  gb aja patah patah gajelas setiap main online gitu mulu kapan bagus nya,patah patah kaya fps game ga seberapa sudah kaya game gb saja patah patah gajelas setiap main online gitu melulu kapan bagus nya,"['patah', 'patah', 'kaya', 'fps', 'game', 'ga', 'seberapa', 'sudah', 'kaya', 'game', 'gb', 'saja', 'patah', 'patah', 'gajelas', 'setiap', 'main', 'online', 'gitu', 'melulu', 'kapan', 'bagus', 'nya']","['patah', 'patah', 'kaya', 'fps', 'game', 'kaya', 'game', 'gb', 'patah', 'patah', 'gajelas', 'main', 'online', 'gitu', 'melulu', 'bagus']",patah patah kaya fps game kaya game gb patah patah gajelas main online gitu melulu bagus,negative
game tolol benerin permainannya,5,game tolol benerin permainannya,game tolol benerin permainannya,game tolol benerin permainannya,"['game', 'tolol', 'benerin', 'permainannya']","['game', 'tolol', 'benerin', 'permainannya']",game tolol benerin permainannya,negative
"gam nya bagus tapi kebanyakan updet jadi malas maennya....,!!!!",5,gam nya bagus tapi kebanyakan updet jadi malas maennya,gam nya bagus tapi kebanyakan updet jadi malas maennya,gam nya bagus tapi kebanyakan updet jadi malas maennya,"['gam', 'nya', 'bagus', 'tapi', 'kebanyakan', 'updet', 'jadi', 'malas', 'maennya']","['gam', 'bagus', 'kebanyakan', 'updet', 'malas', 'maennya']",gam bagus kebanyakan updet malas maennya,negative
"update udah kaya download ulang,,,hadeuhhh",2,update udah kaya download ulanghadeuhhh,update udah kaya download ulanghadeuhhh,update sudah kaya download ulanghadeuhhh,"['update', 'sudah', 'kaya', 'download', 'ulanghadeuhhh']","['update', 'kaya', 'download', 'ulanghadeuhhh']",update kaya download ulanghadeuhhh,neutral
"ini game makin lama makin bgo ajg, jaringan padahal bgus aja + main yg lain lancar"" aj,giliran main ni game patah"" + lag",1,ini game makin lama makin bgo ajg jaringan padahal bgus aja  main yg lain lancar ajgiliran main ni game patah  lag,ini game makin lama makin bgo ajg jaringan padahal bgus aja  main yg lain lancar ajgiliran main ni game patah  lag,ini game makin lama makin bgo ajg jaringan padahal bgus saja main yang lain lancar ajgiliran main ini game patah lambat,"['ini', 'game', 'makin', 'lama', 'makin', 'bgo', 'ajg', 'jaringan', 'padahal', 'bgus', 'saja', 'main', 'yang', 'lain', 'lancar', 'ajgiliran', 'main', 'ini', 'game', 'patah', 'lambat']","['game', 'bgo', 'ajg', 'jaringan', 'bgus', 'main', 'lancar', 'ajgiliran', 'main', 'game', 'patah', 'lambat']",game bgo ajg jaringan bgus main lancar ajgiliran main game patah lambat,positive
gua tetap kasihh bintang 5 walauu konamii pelitt amatt,5,gua tetap kasihh bintang  walauu konamii pelitt amatt,gua tetap kasihh bintang  walauu konamii pelitt amatt,saya tetap kasihh bintang walauu konamii pelitt amatt,"['saya', 'tetap', 'kasihh', 'bintang', 'walauu', 'konamii', 'pelitt', 'amatt']","['kasihh', 'bintang', 'walauu', 'konamii', 'pelitt', 'amatt']",kasihh bintang walauu konamii pelitt amatt,neutral
tambahin liga Indonesia BRI tolong,4,tambahin liga Indonesia BRI tolong,tambahin liga indonesia bri tolong,tambahin liga indonesia bri tolong,"['tambahin', 'liga', 'indonesia', 'bri', 'tolong']","['tambahin', 'liga', 'indonesia', 'bri', 'tolong']",tambahin liga indonesia bri tolong,positive
Liga champion,5,Liga champion,liga champion,liga champion,"['liga', 'champion']","['liga', 'champion']",liga champion,neutral
"gane fav, tapi plis adakan mode karir",5,gane fav tapi plis adakan mode karir,gane fav tapi plis adakan mode karir,gane fav tapi tolong adakan mode karir,"['gane', 'fav', 'tapi', 'tolong', 'adakan', 'mode', 'karir']","['gane', 'fav', 'tolong', 'adakan', 'mode', 'karir']",gane fav tolong adakan mode karir,positive
tambahkan liga indonesia,5,tambahkan liga indonesia,tambahkan liga indonesia,tambahkan liga indonesia,"['tambahkan', 'liga', 'indonesia']","['tambahkan', 'liga', 'indonesia']",tambahkan liga indonesia,neutral
tolong ringankan main gamenya.jaringan normal tetap ngeleg,3,tolong ringankan main gamenyajaringan normal tetap ngeleg,tolong ringankan main gamenyajaringan normal tetap ngeleg,tolong ringankan main gamenyajaringan normal tetap lambat,"['tolong', 'ringankan', 'main', 'gamenyajaringan', 'normal', 'tetap', 'lambat']","['tolong', 'ringankan', 'main', 'gamenyajaringan', 'normal', 'lambat']",tolong ringankan main gamenyajaringan normal lambat,positive
makin gajelas ini pilih club kaga bisa,1,makin gajelas ini pilih club kaga bisa,makin gajelas ini pilih club kaga bisa,makin gajelas ini pilih club tidak bisa,"['makin', 'gajelas', 'ini', 'pilih', 'club', 'tidak', 'bisa']","['gajelas', 'pilih', 'club']",gajelas pilih club,negative
Lebih ke pes dari pada ini,5,Lebih ke pes dari pada ini,lebih ke pes dari pada ini,lebih ke pes dari pada ini,"['lebih', 'ke', 'pes', 'dari', 'pada', 'ini']",['pes'],pes,neutral
tombol kontrolnya aga dikeciln,5,tombol kontrolnya aga dikeciln,tombol kontrolnya aga dikeciln,tombol kontrolnya aga dikeciln,"['tombol', 'kontrolnya', 'aga', 'dikeciln']","['tombol', 'kontrolnya', 'aga', 'dikeciln']",tombol kontrolnya aga dikeciln,neutral
habis update susah buat download,1,habis update susah buat download,habis update susah buat download,habis update susah buat download,"['habis', 'update', 'susah', 'buat', 'download']","['habis', 'update', 'susah', 'download']",habis update susah download,negative
"efootball sialan habis update 9 April 2026 akun gw ga bisa dibuka yang di dual space pro, minimal kalo ga mau orang pada kloning apk kasih gacha yang wangi lah. nyesel banget bikin akun banyak udah bagus ilang begitu aja",1,efootball sialan habis update  April  akun gw ga bisa dibuka yang di dual space pro minimal kalo ga mau orang pada kloning apk kasih gacha yang wangi lah nyesel banget bikin akun banyak udah bagus ilang begitu aja,efootball sialan habis update  april  akun gw ga bisa dibuka yang di dual space pro minimal kalo ga mau orang pada kloning apk kasih gacha yang wangi lah nyesel banget bikin akun banyak udah bagus ilang begitu aja,efootball sialan habis update april profil saya ga bisa dibuka yang di dual space profesional minimal kalau ga mau orang pada kloning apk kasih gacha yang wangi lah menyesal banget bikin profil banyak sudah bagus hilang begitu saja,"['efootball', 'sialan', 'habis', 'update', 'april', 'profil', 'saya', 'ga', 'bisa', 'dibuka', 'yang', 'di', 'dual', 'space', 'profesional', 'minimal', 'kalau', 'ga', 'mau', 'orang', 'pada', 'kloning', 'apk', 'kasih', 'gacha', 'yang', 'wangi', 'lah', 'menyesal', 'banget', 'bikin', 'profil', 'banyak', 'sudah', 'bagus', 'hilang', 'begitu', 'saja']","['efootball', 'sialan', 'habis', 'update', 'april', 'profil', 'dibuka', 'dual', 'space', 'profesional', 'minimal', 'orang', 'kloning', 'apk', 'kasih', 'gacha', 'wangi', 'menyesal', 'banget', 'bikin', 'profil', 'bagus', 'hilang']",efootball sialan habis update april profil dibuka dual space profesional minimal orang kloning apk kasih gacha wangi menyesal banget bikin profil bagus hilang,negative
"gamenya cuma mengidolakan mesi ,yamal dan club barcelona , Kocak",1,gamenya cuma mengidolakan mesi yamal dan club barcelona  Kocak,gamenya cuma mengidolakan mesi yamal dan club barcelona  kocak,gamenya cuma mengidolakan mesi yamal dan club barcelona kocak,"['gamenya', 'cuma', 'mengidolakan', 'mesi', 'yamal', 'dan', 'club', 'barcelona', 'kocak']","['gamenya', 'mengidolakan', 'mesi', 'yamal', 'club', 'barcelona', 'kocak']",gamenya mengidolakan mesi yamal club barcelona kocak,negative
game terbaik di play store,4,game terbaik di play store,game terbaik di play store,game terbaik di play store,"['game', 'terbaik', 'di', 'play', 'store']","['game', 'terbaik', 'play', 'store']",game terbaik play store,positive
"Malah jadi sering patah-patah padahal koneksi buat yang lain bagus, nunggu patch nya lama lagi ini",2,Malah jadi sering patahpatah padahal koneksi buat yang lain bagus nunggu patch nya lama lagi ini,malah jadi sering patahpatah padahal koneksi buat yang lain bagus nunggu patch nya lama lagi ini,bahkan jadi sering patahpatah padahal koneksi buat yang lain bagus nunggu patch nya lama lagi ini,"['bahkan', 'jadi', 'sering', 'patahpatah', 'padahal', 'koneksi', 'buat', 'yang', 'lain', 'bagus', 'nunggu', 'patch', 'nya', 'lama', 'lagi', 'ini']","['patahpatah', 'koneksi', 'bagus', 'nunggu', 'patch']",patahpatah koneksi bagus nunggu patch,negative
game bola grafik doang bagus makin update pertahanan makin ngaco,3,game bola grafik doang bagus makin update pertahanan makin ngaco,game bola grafik doang bagus makin update pertahanan makin ngaco,game bola grafik doang bagus makin update pertahanan makin ngaco,"['game', 'bola', 'grafik', 'doang', 'bagus', 'makin', 'update', 'pertahanan', 'makin', 'ngaco']","['game', 'bola', 'grafik', 'doang', 'bagus', 'update', 'pertahanan', 'ngaco']",game bola grafik doang bagus update pertahanan ngaco,neutral
update nya gila-gilaan,5,update nya gilagilaan,update nya gilagilaan,update nya gilagilaan,"['update', 'nya', 'gilagilaan']","['update', 'gilagilaan']",update gilagilaan,neutral
"sudah main ini sejak 2018 . semakin keren game ini. ulasan saya sebelumnya juga di setujui dan di update untuk menambah kan top skor dan top assist pada fitur ""liga saya"". kalau bisa ""liga saya"" di buat selingan di adakan liga Champions untuk musim berikutnya jika berada di kelasemen atas . lalu update lagi untuk liga nya supaya semakin banyak pilihan liga. seperti Bundes liga dan liga arab bahkan liga Indonesia kalau bisa. terimakasih 🤟",5,sudah main ini sejak   semakin keren game ini ulasan saya sebelumnya juga di setujui dan di update untuk menambah kan top skor dan top assist pada fitur liga saya kalau bisa liga saya di buat selingan di adakan liga Champions untuk musim berikutnya jika berada di kelasemen atas  lalu update lagi untuk liga nya supaya semakin banyak pilihan liga seperti Bundes liga dan liga arab bahkan liga Indonesia kalau bisa terimakasih,sudah main ini sejak   semakin keren game ini ulasan saya sebelumnya juga di setujui dan di update untuk menambah kan top skor dan top assist pada fitur liga saya kalau bisa liga saya di buat selingan di adakan liga champions untuk musim berikutnya jika berada di kelasemen atas  lalu update lagi untuk liga nya supaya semakin banyak pilihan liga seperti bundes liga dan liga arab bahkan liga indonesia kalau bisa terimakasih,sudah main ini sejak semakin keren game ini ulasan saya sebelumnya juga di setujui dan di update untuk menambah kan top skor dan top assist pada fitur liga saya kalau bisa liga saya di buat selingan di adakan liga champions untuk musim berikutnya jika berada di kelasemen atas lalu update lagi untuk liga nya supaya semakin banyak pilihan liga seperti bundes liga dan liga arab bahkan liga indonesia kalau bisa terimakasih,"['sudah', 'main', 'ini', 'sejak', 'semakin', 'keren', 'game', 'ini', 'ulasan', 'saya', 'sebelumnya', 'juga', 'di', 'setujui', 'dan', 'di', 'update', 'untuk', 'menambah', 'kan', 'top', 'skor', 'dan', 'top', 'assist', 'pada', 'fitur', 'liga', 'saya', 'kalau', 'bisa', 'liga', 'saya', 'di', 'buat', 'selingan', 'di', 'adakan', 'liga', 'champions', 'untuk', 'musim', 'berikutnya', 'jika', 'berada', 'di', 'kelasemen', 'atas', 'lalu', 'update', 'lagi', 'untuk', 'liga', 'nya', 'supaya', 'semakin', 'banyak', 'pilihan', 'liga', 'seperti', 'bundes', 'liga', 'dan', 'liga', 'arab', 'bahkan', 'liga', 'indonesia', 'kalau', 'bisa', 'terimakasih']","['main', 'keren', 'game', 'ulasan', 'setujui', 'update', 'menambah', 'top', 'skor', 'top', 'assist', 'fitur', 'liga', 'liga', 'selingan', 'adakan', 'liga', 'champions', 'musim', 'kelasemen', 'update', 'liga', 'pilihan', 'liga', 'bundes', 'liga', 'liga', 'arab', 'liga', 'indonesia', 'terimakasih']",main keren game ulasan setujui update menambah top skor top assist fitur liga liga selingan adakan liga champions musim kelasemen update liga pilihan liga bundes liga liga arab liga indonesia terimakasih,positive
pergantian pemain nya tidak ada di pinggir lapangan,3,pergantian pemain nya tidak ada di pinggir lapangan,pergantian pemain nya tidak ada di pinggir lapangan,pergantian pemain nya tidak ada di pinggir lapangan,"['pergantian', 'pemain', 'nya', 'tidak', 'ada', 'di', 'pinggir', 'lapangan']","['pergantian', 'pemain', 'pinggir', 'lapangan']",pergantian pemain pinggir lapangan,negative
